[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	1	Lambda:	1	Minibatch size:	250	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.016766812333091	
L1 norm of params:	1436108.5750688	
Epoch 1 Validation accuracy:	0.63362618353969	
L1 norm of params:	3003640.3780857	
Epoch 2 Validation accuracy:	0.63821619325079	
L1 norm of params:	4095522.1359965	
Epoch 3 Validation accuracy:	0.64209304442826	
L1 norm of params:	5065338.4152142	
Epoch 4 Validation accuracy:	0.6398928744841	
L1 norm of params:	5968808.4303862	
Epoch 5 Validation accuracy:	0.64390628793396	
L1 norm of params:	6819975.1861099	
Epoch 6 Validation accuracy:	0.64339038601602	
L1 norm of params:	7639413.450809	
Epoch 7 Validation accuracy:	0.6429579388201	
L1 norm of params:	8428104.6038625	
Epoch 8 Validation accuracy:	0.64580298616169	
L1 norm of params:	9192613.5353535	
Epoch 9 Validation accuracy:	0.64503672007769	
L1 norm of params:	9946079.6578369	
Epoch 10 Validation accuracy:	0.64739621267298	
L1 norm of params:	10682263.48271	
Epoch 11 Validation accuracy:	0.64853423160961	
L1 norm of params:	11405416.275454	
