[?1034hUsing cuda	
datafile:	/n/home09/ankitgupta/CS287/CS287assignments/finalproject/PRINC_CB513_1.hdf5	classifier:	rnn	b:	128	alpha:	1	sequence_length:	50	embedding_size	15	optimizer:	adagrad	epochs:	200	hidden	10	eta:	0.001	rnn_unit1	gru	rnn_unit2	lstm	dropout	0.5	
Num classes:	10	
Vocab size:	37	
Start class:	1	
Test size	     1
 83350
[torch.LongStorage of size 2]

Using cuda	
 1183318
       1
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

Unit1: GRU added	
Dropout added	0.5	
Unit2: LSTM added	
Converted LSTM to CUDA	
Converted crit to CUDA	
Input size	9244	
Max train index	23	
Epoch	1	110.58178663254	
Epoch	2	78.844467520714	
Epoch	3	76.362017989159	
Epoch	4	75.758932709694	
Epoch	5	75.136788845062	
Epoch	6	75.157374739647	
Epoch	7	74.878878474236	
Epoch	8	74.44534778595	
Epoch	9	73.915556311607	
Epoch	10	74.376693725586	
Epoch	11	74.077648162842	
Epoch	12	73.886804580688	
Epoch	13	74.175169229507	
Epoch	14	74.052603363991	
Epoch	15	74.062087893486	
Epoch	16	74.027807950974	
Epoch	17	73.804555654526	
Epoch	18	73.83339548111	
Epoch	19	73.651976108551	
Epoch	20	73.436028957367	
Epoch	21	73.60423374176	
Epoch	22	73.540057420731	
Epoch	23	73.237282156944	
Epoch	24	73.184944272041	
Epoch	25	72.852745652199	
Epoch	26	72.862141370773	
Epoch	27	72.76727771759	
Epoch	28	72.986981153488	
Epoch	29	72.915213227272	
Epoch	30	72.951441168785	
Epoch	31	72.903228759766	
Epoch	32	72.729927420616	
Epoch	33	73.037076473236	
Epoch	34	72.800957679749	
Epoch	35	72.741384029388	
Epoch	36	72.82493686676	
Epoch	37	72.615983963013	
Epoch	38	72.608538627625	
Epoch	39	72.558525323868	
Epoch	40	72.688766717911	
Epoch	41	72.501435518265	
Epoch	42	72.878017783165	
Epoch	43	72.491554260254	
Epoch	44	72.339616656303	
Epoch	45	72.435124278069	
Epoch	46	72.213774561882	
Epoch	47	72.202084422112	
Epoch	48	72.423454165459	
Epoch	49	72.228332877159	
Epoch	50	72.348111271858	
Epoch	51	72.612469553947	
Epoch	52	71.964196205139	
Epoch	53	72.23978805542	
Epoch	54	72.161499261856	
Epoch	55	72.345195889473	
Epoch	56	72.376636505127	
Epoch	57	71.873333930969	
Epoch	58	72.546623110771	
Epoch	59	72.232254624367	
Epoch	60	71.985482573509	
Epoch	61	72.007699131966	
Epoch	62	71.751515865326	
Epoch	63	71.875002503395	
Epoch	64	72.134613990784	
Epoch	65	71.73784673214	
Epoch	66	71.807542324066	
Epoch	67	71.991618394852	
Epoch	68	71.666669130325	
Epoch	69	71.988795280457	
Epoch	70	71.76198720932	
Epoch	71	71.7807751894	
Epoch	72	72.054894566536	
Epoch	73	71.718270301819	
Epoch	74	71.50764477253	
Epoch	75	71.761368751526	
Epoch	76	71.672429084778	
Epoch	77	71.757789611816	
Epoch	78	71.778524279594	
Epoch	79	71.892965555191	
Epoch	80	71.738163590431	
Epoch	81	71.705816864967	
Epoch	82	71.572691440582	
Epoch	83	71.654143452644	
Epoch	84	71.969388961792	
Epoch	85	71.840369582176	
Epoch	86	71.232543349266	
Epoch	87	71.643661737442	
Epoch	88	71.377291679382	
Epoch	89	71.732444882393	
Epoch	90	71.315977454185	
Epoch	91	71.136880159378	
Epoch	92	71.485119819641	
Epoch	93	71.709552764893	
Epoch	94	71.624909281731	
Epoch	95	71.238113641739	
Epoch	96	71.884519100189	
Epoch	97	71.663569688797	
Epoch	98	71.732331633568	
Epoch	99	71.816419959068	
Epoch	100	71.595399618149	
Epoch	101	71.339150309563	
Epoch	102	71.4117821455	
Epoch	103	71.777598381042	
